attendance_percentage,avg_unit_marks,sir_term_test_avg,school_term_test_avg,homework_completion_rate,behavior_score,final_grade
60.72,51.46,44.55,76.26,88.01,81.77,C
92.75,41.44,93.34,91.51,84.71,100.0,B
50.15,54.51,45.29,73.87,49.0,86.36,S
95.56,78.9,65.68,36.27,53.06,93.74,C
86.69,64.22,51.64,20.0,48.58,100.0,S
55.79,68.79,80.15,30.39,73.69,89.07,C
75.19,100.0,26.63,81.29,66.54,86.58,B
81.62,50.34,64.58,20.0,82.06,79.47,S
84.58,86.16,67.35,61.26,52.38,64.32,B
92.8,93.73,55.24,59.01,51.91,92.59,B
84.98,100.0,42.43,49.68,74.63,84.7,B
71.76,47.54,77.63,73.86,51.67,95.33,C
92.55,67.69,61.59,70.19,52.77,75.45,C
42.71,82.53,28.77,91.08,63.4,71.82,C
65.58,59.24,88.37,20.0,95.54,80.07,C
56.89,43.49,93.53,37.2,46.93,92.06,S
80.08,46.24,64.33,35.43,92.02,90.92,S
82.98,72.23,95.22,57.99,46.36,81.74,B
100.0,44.7,52.77,67.16,68.92,60.27,C
91.83,100.0,63.92,38.11,39.02,78.87,C
91.56,74.5,59.95,45.04,48.16,87.52,C
88.71,34.09,91.8,70.63,97.99,54.87,B
54.51,62.02,70.06,97.52,84.12,71.36,B
59.6,89.6,40.71,93.83,64.31,98.86,B
85.18,62.26,49.61,50.5,78.57,76.16,C
66.09,61.69,61.57,20.0,79.16,60.3,S
57.7,31.25,24.12,28.18,55.82,100.0,W
67.11,68.56,68.01,60.88,68.45,57.07,C
96.76,100.0,26.35,35.47,64.4,60.53,C
82.59,50.43,100.0,84.19,74.25,90.4,B
91.59,53.72,43.68,59.72,87.23,77.09,C
51.35,48.94,58.52,56.34,100.0,54.21,S
82.58,94.78,100.0,49.1,79.83,83.55,A
77.93,63.02,68.72,20.0,83.64,76.89,S
71.66,100.0,46.5,49.13,100.0,62.52,B
66.75,62.06,76.81,62.57,44.15,67.02,C
65.89,63.46,68.52,67.2,34.48,90.96,C
78.79,92.69,68.88,82.23,79.33,95.19,A
82.83,63.04,100.0,77.56,81.47,55.86,B
55.68,70.85,62.91,44.49,72.82,98.83,C
85.43,42.18,57.77,40.29,62.25,68.8,S
67.84,39.9,57.45,45.67,11.41,100.0,W
91.33,57.47,60.38,32.22,100.0,100.0,C
77.35,85.47,63.51,28.59,61.76,76.98,C
68.18,60.63,58.17,56.22,71.05,59.09,C
64.24,39.31,79.56,20.0,93.07,95.8,S
70.47,20.0,52.77,56.59,49.79,67.27,W
97.95,78.3,41.51,22.85,63.46,71.8,S
82.44,54.29,70.23,100.0,86.31,74.28,B
72.25,57.87,83.61,44.2,70.9,75.77,C
67.47,37.55,66.46,56.66,80.0,67.0,S
93.31,47.46,94.24,20.0,78.7,82.13,C
63.07,73.49,85.59,20.0,80.05,37.6,S
60.52,97.58,48.36,32.17,66.04,100.0,C
47.52,43.97,89.95,98.87,67.93,56.41,B
100.0,96.89,73.58,40.13,69.02,72.59,B
79.96,94.02,77.59,34.3,97.53,79.7,B
85.31,94.33,37.77,57.21,59.37,51.48,C
80.2,100.0,23.2,57.29,82.81,76.85,C
73.3,39.02,64.66,41.35,26.2,92.92,S
89.38,66.03,64.58,81.63,74.49,88.56,B
70.54,91.24,66.42,62.27,44.6,79.3,B
62.52,52.23,43.69,34.54,100.0,94.97,S
100.0,40.54,61.43,29.54,56.09,61.23,S
93.59,57.08,81.37,71.29,100.0,52.81,B
93.89,87.93,40.53,80.16,76.72,71.59,B
62.64,50.62,100.0,58.02,85.64,63.14,C
63.3,86.64,33.01,48.87,70.68,76.67,C
72.31,72.92,73.86,74.16,50.28,70.74,B
92.92,82.89,32.54,65.73,30.44,75.7,C
100.0,46.04,43.31,74.81,39.14,65.51,C
83.95,52.31,55.28,74.37,78.43,79.0,C
69.91,72.4,57.53,68.07,60.06,72.26,C
60.15,64.3,43.78,33.49,75.17,78.19,S
86.74,56.38,68.16,70.12,78.9,62.62,C
77.24,72.28,60.14,20.0,73.21,100.0,S
69.6,50.44,67.47,64.87,93.85,56.13,C
85.97,76.81,57.16,65.45,90.59,88.08,B
57.85,81.4,58.71,59.6,71.46,72.75,C
92.88,63.33,37.61,49.34,73.57,93.44,C
84.05,47.99,100.0,63.83,95.51,72.72,B
83.0,81.79,84.36,81.26,87.44,70.27,A
66.42,71.65,78.66,53.1,91.3,96.79,B
61.26,48.26,57.19,64.77,59.51,95.28,S
81.36,65.79,31.28,29.05,75.62,43.01,S
90.19,61.84,100.0,100.0,66.37,73.4,A
89.93,99.06,27.24,20.0,57.56,83.74,S
82.45,86.4,36.01,20.0,87.16,62.58,S
44.72,67.9,75.86,55.31,60.84,72.61,C
69.44,38.04,45.71,69.47,76.43,77.52,S
60.07,61.37,20.0,61.93,98.58,52.89,S
66.21,71.58,85.06,48.14,56.15,45.47,C
76.55,100.0,65.55,57.51,76.44,74.83,B
62.8,81.47,64.52,58.39,50.49,94.55,C
84.97,53.94,80.04,47.05,54.36,63.6,C
48.43,74.43,23.38,30.97,28.49,73.71,W
72.75,58.47,39.15,32.21,79.29,66.74,S
79.75,47.3,63.62,86.67,81.72,68.81,C
78.86,60.19,60.16,50.84,66.71,78.18,C
60.1,44.68,32.23,22.79,45.65,77.39,W
61.61,75.27,60.69,20.0,83.1,87.16,S
60.09,73.4,42.87,60.15,44.71,48.1,S
69.26,62.53,52.05,31.95,62.0,79.04,S
74.33,68.65,46.6,83.78,46.48,82.31,C
92.73,74.62,55.95,46.38,90.72,53.66,C
60.45,57.05,84.75,66.35,50.64,70.35,C
65.79,50.8,79.58,27.82,100.0,87.42,S
91.36,55.74,57.0,26.47,59.51,82.4,S
94.44,42.86,52.69,54.67,42.08,83.87,S
64.14,61.09,50.96,40.63,69.86,71.77,S
69.42,50.43,66.39,94.38,72.8,89.94,B
54.15,68.16,38.05,25.51,55.21,92.88,W
89.25,69.86,29.35,53.68,76.03,77.63,C
47.34,47.19,58.72,69.8,26.08,72.57,S
77.15,81.99,73.86,70.82,54.0,46.38,B
69.1,85.03,87.87,73.63,78.59,80.69,B
66.66,62.4,93.38,37.26,100.0,70.17,C
94.88,36.86,71.72,41.79,41.69,78.28,S
90.14,48.1,30.02,55.98,68.25,83.22,S
89.24,63.81,97.11,62.93,63.07,50.83,B
71.06,58.27,79.21,68.17,46.41,77.58,C
85.07,95.56,77.75,74.74,71.2,80.82,A
93.74,38.34,53.01,41.0,77.58,93.45,S
66.05,20.0,51.76,78.1,80.75,81.42,S
70.8,39.42,70.31,39.65,100.0,83.56,S
66.29,52.77,58.14,52.73,92.34,77.8,C
64.03,100.0,60.99,74.91,57.84,80.45,B
79.67,27.21,100.0,86.39,62.06,58.47,C
80.21,66.73,67.11,62.21,80.12,96.71,B
83.52,44.01,87.25,94.09,100.0,58.15,B
78.64,23.36,71.06,45.94,100.0,63.38,S
49.66,55.57,20.49,74.52,28.7,75.43,S
43.83,58.59,92.87,65.93,52.73,74.53,C
75.27,74.45,32.66,71.04,15.91,65.55,S
67.68,77.67,60.45,27.08,50.3,77.98,S
73.81,53.42,50.38,73.32,59.65,73.68,C
100.0,36.53,22.96,75.24,56.43,70.23,S
63.28,59.8,91.97,75.65,87.24,53.76,B
57.73,20.0,43.81,79.05,80.34,71.68,S
74.67,51.22,64.1,74.85,37.68,79.49,C
88.99,56.7,74.01,100.0,67.91,80.9,B
63.93,68.63,69.21,62.29,49.61,78.1,C
96.93,73.97,79.24,52.79,85.0,79.19,B
60.74,71.37,40.17,44.08,73.79,79.46,S
57.16,86.08,71.44,42.5,39.25,72.83,C
68.31,67.26,52.74,20.0,62.23,70.42,S
84.5,51.04,93.57,20.0,96.22,71.64,C
87.89,66.6,82.79,49.48,48.03,96.31,C
73.3,69.43,84.7,35.3,81.91,66.15,C
73.02,66.45,30.0,40.87,97.02,88.29,S
74.06,69.86,54.12,87.84,65.99,78.48,B
92.19,49.45,91.18,24.33,100.0,69.41,C
71.36,27.2,50.9,35.12,57.85,72.94,W
89.37,69.15,66.15,33.9,52.38,100.0,C
63.97,98.12,55.14,58.05,91.41,94.08,B
73.34,57.24,58.88,65.44,87.83,75.06,C
84.28,97.77,67.63,64.86,39.62,35.54,B
80.83,63.1,49.7,63.36,68.79,91.92,C
76.29,50.06,79.8,53.22,80.53,67.84,C
65.25,66.68,60.26,68.56,64.63,47.45,C
68.51,80.88,54.05,52.58,89.73,64.32,C
51.86,61.79,50.32,36.74,66.49,82.37,S
74.86,71.14,96.27,50.46,75.57,67.36,B
62.3,53.3,50.42,65.91,100.0,64.26,C
68.75,63.74,67.92,63.8,95.68,38.6,C
39.2,55.08,81.95,23.56,10.0,83.57,W
78.65,43.2,40.29,36.67,72.21,65.61,S
82.41,20.0,42.86,33.23,64.87,66.93,W
86.97,27.81,60.91,70.28,100.0,67.77,C
79.87,28.92,20.0,76.59,69.89,92.68,S
54.4,75.4,97.38,67.23,75.53,75.13,B
51.44,92.11,47.78,69.1,38.74,57.31,C
96.53,58.05,89.07,56.28,33.16,88.38,C
66.15,78.97,60.5,24.05,73.29,100.0,C
82.39,63.85,81.51,62.63,74.19,58.63,B
78.51,85.71,43.28,89.34,68.17,61.68,B
89.96,59.26,75.19,51.58,68.8,82.4,C
79.36,25.09,37.58,78.45,67.36,67.14,S
54.62,43.41,20.0,55.77,58.03,60.5,W
73.98,72.28,100.0,24.74,93.19,89.6,C
63.31,69.06,50.85,62.09,100.0,84.08,C
82.63,56.39,30.32,53.41,94.13,52.09,S
59.17,67.53,40.31,40.56,61.53,54.52,S
60.39,79.07,33.85,22.85,57.4,85.98,S
72.05,55.71,60.89,20.0,79.89,80.75,S
68.86,85.12,37.45,82.81,73.09,69.95,B
74.7,62.85,84.41,34.31,54.75,90.54,C
66.07,83.01,93.99,49.16,83.63,57.69,B
86.32,68.99,69.46,43.8,36.78,82.55,C
44.05,58.65,78.82,62.22,100.0,90.38,C
65.19,65.55,59.05,23.19,51.19,66.59,S
44.46,65.95,55.02,21.2,78.08,85.74,S
78.41,58.52,71.83,72.96,76.15,62.63,C
79.15,88.91,48.07,100.0,59.49,75.49,B
64.91,69.47,25.16,45.99,48.16,77.03,S
89.92,77.92,20.0,100.0,75.91,63.35,B
77.36,68.52,46.66,62.35,57.85,68.93,C
64.71,36.35,62.92,70.88,80.3,87.3,C
79.87,54.35,76.79,28.13,51.99,60.54,S
91.2,83.86,69.75,81.58,52.41,80.23,B
73.12,81.94,57.7,49.53,80.82,88.14,C
64.97,63.78,38.83,20.0,74.01,84.13,S
78.93,26.01,52.98,20.0,97.39,58.71,W
93.83,83.92,41.99,33.08,77.01,62.34,C
76.54,55.34,24.38,20.0,74.53,66.58,W
66.7,78.92,83.47,52.0,63.19,82.5,C
54.65,69.46,71.04,72.97,31.26,63.58,C
61.83,67.0,69.61,90.93,60.1,67.54,B
92.25,70.93,85.35,64.35,46.86,55.0,B
51.73,78.24,83.77,98.69,86.86,92.44,A
66.3,41.87,77.0,67.19,72.15,80.81,C
79.85,90.68,85.9,69.97,86.92,82.71,A
68.08,80.13,32.11,81.19,46.11,79.29,C
62.32,76.07,59.32,22.92,78.41,66.33,S
88.22,65.03,67.91,36.93,58.21,68.12,C
87.85,98.55,43.9,81.69,26.61,57.09,B
60.62,37.95,28.33,67.09,65.72,80.69,S
85.36,70.31,73.16,56.47,46.26,90.87,C
66.16,46.29,56.44,37.92,61.65,80.16,S
80.23,47.04,50.25,81.64,79.93,100.0,C
92.7,87.89,32.24,74.8,68.94,66.74,B
77.52,83.9,70.02,38.67,84.85,65.44,C
78.25,58.93,55.62,74.86,49.2,100.0,C
47.68,53.05,67.4,70.85,67.99,74.14,C
81.16,60.38,87.86,76.47,87.46,60.51,B
73.81,58.99,39.89,65.92,59.25,84.83,C
58.95,99.38,42.07,62.82,85.84,66.44,C
87.79,40.42,89.04,58.31,58.07,70.51,C
87.13,53.31,45.01,53.13,46.46,100.0,S
66.5,81.63,64.19,36.34,69.88,86.76,C
72.18,88.86,80.43,78.22,60.81,58.8,B
65.8,68.92,70.92,20.0,69.84,77.37,S
70.84,90.83,68.44,86.82,65.68,89.06,B
99.53,91.23,38.16,52.42,63.1,82.34,C
85.3,48.22,61.36,20.0,98.84,67.31,S
75.84,58.81,82.92,20.0,69.67,73.41,S
68.2,99.52,42.25,74.98,77.13,93.92,B
64.99,50.34,81.92,67.36,39.1,66.91,C
80.8,81.76,46.42,20.0,80.46,56.7,S
44.74,20.0,76.28,60.83,65.49,95.84,S
84.56,97.33,32.15,57.24,37.67,71.56,C
71.27,77.53,60.91,71.71,84.07,100.0,B
70.27,46.18,64.92,40.35,99.64,70.75,S
66.52,55.57,74.37,54.53,57.17,99.98,C
62.16,65.71,73.05,22.11,79.61,59.17,S
87.34,45.75,73.86,82.33,87.23,78.77,B
71.53,53.47,89.42,42.61,49.26,84.98,C
63.06,46.0,31.13,47.38,68.35,78.65,W
89.27,75.54,56.18,53.64,80.2,94.09,C
76.89,55.62,40.14,26.21,83.33,83.67,S
83.66,62.43,88.14,47.35,89.11,74.42,B
65.87,76.85,68.19,65.85,71.63,74.43,B
100.0,88.69,74.46,60.46,90.14,82.77,A
75.39,58.93,58.38,20.0,74.21,67.67,S
98.89,65.39,36.22,56.9,49.08,82.1,C
79.36,84.16,44.18,58.75,42.7,85.52,C
82.78,74.92,60.03,67.13,100.0,70.72,B
77.08,43.28,42.63,60.15,92.08,71.16,S
71.46,56.86,49.3,64.49,40.05,94.21,S
65.02,79.44,34.6,72.71,83.44,80.76,C
60.08,69.99,36.34,52.44,90.59,86.95,C
75.23,45.5,72.91,58.43,23.59,86.74,S
74.64,89.05,38.09,20.0,75.58,79.37,S
49.64,45.43,100.0,51.28,84.62,65.24,C
43.65,61.59,54.69,49.2,67.71,78.96,S
72.75,39.72,69.72,20.0,28.99,86.09,W
82.61,63.85,32.09,42.43,64.75,51.06,S
63.91,78.05,88.55,48.77,85.13,46.29,C
84.89,48.92,66.15,52.55,96.41,61.88,C
84.41,59.41,56.83,53.96,53.09,74.79,C
74.06,69.82,61.69,75.56,88.47,59.24,B
88.03,41.27,71.76,71.63,31.77,76.39,C
67.97,49.82,87.02,43.62,53.87,76.14,C
85.28,62.17,83.33,69.68,26.44,67.06,C
66.57,74.59,20.0,100.0,80.62,77.23,C
92.72,100.0,77.41,78.87,72.61,72.88,A
67.86,48.48,46.26,28.29,68.48,49.73,W
77.86,64.27,62.94,46.51,100.0,95.4,C
56.33,69.66,47.84,35.68,43.2,81.48,S
64.78,84.36,79.88,88.23,52.95,82.13,B
84.49,55.52,44.56,93.41,74.55,84.54,B
62.67,40.61,48.61,55.27,48.72,74.85,S
49.67,42.6,73.42,71.28,62.16,59.73,S
59.59,57.53,72.89,78.42,60.07,57.7,C
79.02,48.53,49.63,87.16,86.54,77.37,C
55.92,69.23,81.25,49.74,97.02,94.39,C
99.96,71.1,71.75,89.11,78.95,67.48,A
68.27,69.77,34.19,54.85,91.93,42.13,S
98.02,87.45,50.8,69.95,70.06,93.45,B
89.74,37.0,71.75,53.48,71.66,64.08,C
100.0,85.8,45.2,28.64,62.29,81.52,C
78.6,90.06,75.8,79.33,76.54,54.16,B
72.06,86.2,58.97,69.07,63.63,59.55,B
73.15,71.18,46.89,52.81,51.21,91.79,C
70.58,94.06,90.57,56.22,49.83,43.71,B
52.92,37.52,87.57,60.55,77.79,41.69,S
57.03,82.74,65.74,54.76,81.3,99.54,C
71.68,66.39,63.85,100.0,28.01,85.25,B
73.28,76.34,46.85,56.92,84.23,100.0,C
87.12,48.04,51.52,48.02,34.09,70.05,S
85.99,39.52,80.97,68.73,55.32,72.88,C
98.97,79.67,60.18,52.77,71.53,67.32,B
43.43,100.0,63.11,66.76,68.84,63.97,B
72.21,33.01,100.0,30.84,49.36,68.4,S
94.32,65.29,35.28,85.6,84.62,83.08,B
85.74,100.0,100.0,42.89,100.0,80.75,A
82.49,31.15,56.59,40.12,86.56,91.07,S
43.88,64.56,82.44,53.89,84.58,80.27,C
80.12,59.57,35.67,33.33,84.19,75.29,S
72.92,56.52,53.9,81.03,63.3,54.88,C
86.15,60.9,60.63,93.37,69.59,79.34,B
57.32,60.61,72.19,23.78,74.02,76.51,S
75.62,85.74,66.69,90.52,50.13,77.04,B
76.27,43.61,79.13,100.0,69.66,82.58,B
76.27,50.73,23.58,42.47,42.16,100.0,W
73.27,58.08,77.78,33.32,54.66,76.02,S
90.43,75.03,64.97,59.72,78.0,78.02,B
59.55,65.92,38.53,59.78,60.39,100.0,S
74.4,36.92,57.32,69.43,100.0,66.16,C
51.26,81.34,32.39,48.4,64.85,73.96,S
85.34,51.33,54.53,57.69,72.99,76.47,C
81.54,81.88,67.85,67.98,38.36,75.75,B
82.19,79.58,46.15,43.5,58.52,83.05,C
90.51,56.85,78.16,60.72,67.51,71.83,C
86.2,71.51,100.0,39.25,80.36,67.06,B
61.96,64.78,62.75,100.0,66.32,58.05,B
79.1,23.51,58.16,58.35,85.89,89.6,S
67.45,61.99,44.68,33.18,76.2,55.9,S
68.78,45.1,70.99,97.63,43.97,47.2,C
73.13,65.31,64.37,48.18,65.99,80.51,C
90.61,25.9,52.62,62.7,51.64,100.0,S
65.47,64.17,71.12,44.99,33.07,68.57,S
90.44,58.26,43.07,78.36,63.38,67.35,C
77.24,80.42,100.0,76.2,93.2,67.41,A
59.61,66.25,62.14,34.27,66.49,80.99,S
80.41,75.09,65.82,46.85,59.72,57.02,C
100.0,65.27,55.5,37.57,100.0,58.9,C
68.57,73.32,72.0,79.07,100.0,82.59,B
59.16,59.86,66.16,100.0,42.04,93.04,B
77.7,81.76,57.96,39.47,85.02,84.82,C
89.58,64.73,48.0,23.71,86.39,81.36,S
60.51,54.23,50.66,25.37,53.65,57.99,W
68.81,50.23,27.46,100.0,95.05,63.31,C
79.09,73.35,83.82,39.99,91.84,66.78,C
54.96,79.48,85.82,100.0,46.01,85.48,B
68.85,80.67,30.59,30.22,54.48,76.18,S
65.38,78.18,80.54,71.19,100.0,81.24,B
56.75,92.27,47.9,78.03,100.0,81.85,B
52.56,46.64,86.45,54.28,71.59,86.38,C
85.44,70.58,55.83,51.12,87.16,83.3,C
71.14,86.64,57.42,39.26,54.82,60.32,C
70.91,89.67,43.9,62.15,56.87,71.1,C
52.35,60.59,56.13,69.89,74.47,57.02,C
91.26,69.21,63.97,57.8,59.64,78.27,C
82.13,30.06,49.22,52.39,75.12,92.9,S
63.42,55.04,49.75,40.37,63.06,86.56,S
59.19,73.56,25.96,45.65,63.41,100.0,S
70.88,20.98,20.02,58.75,82.28,80.63,W
77.51,88.25,49.21,77.69,37.36,61.43,C
47.89,59.5,59.07,60.51,71.24,61.09,S
72.15,35.05,87.26,51.32,60.22,98.83,C
56.37,42.49,38.08,56.51,78.63,86.1,S
100.0,20.01,72.17,45.74,58.27,65.7,S
61.37,98.69,76.85,58.51,97.02,52.31,B
55.04,21.44,46.01,61.56,72.06,77.24,W
53.83,81.06,64.79,74.13,32.14,79.67,C
57.18,57.05,70.69,60.0,52.97,75.09,C
52.03,88.01,55.89,82.61,59.47,67.15,B
63.54,82.52,45.81,72.18,62.35,45.36,C
66.45,41.42,60.68,31.81,88.52,73.63,S
72.34,78.12,79.28,57.56,54.58,48.39,C
64.71,52.66,62.14,50.41,83.76,65.81,S
74.14,88.68,66.84,56.68,57.96,65.5,C
62.24,54.18,75.11,53.12,43.0,100.0,C
79.8,36.86,51.16,60.44,100.0,58.38,S
89.64,92.99,47.43,51.89,49.27,71.95,C
74.45,78.19,81.8,41.54,30.65,74.68,C
79.4,69.99,53.47,60.74,100.0,80.73,C
69.4,55.0,56.6,94.01,66.33,74.7,C
67.77,86.98,99.2,67.91,71.66,75.55,B
39.24,79.9,62.68,67.42,55.77,69.23,C
68.83,85.43,52.42,100.0,78.62,55.86,B
73.07,51.97,20.0,93.19,84.06,83.0,C
77.48,37.36,50.33,76.52,48.98,37.02,S
71.59,62.16,62.71,74.03,82.75,78.88,C
92.93,34.62,70.09,71.78,45.21,52.46,C
63.81,51.77,75.07,44.48,52.87,65.83,S
91.78,65.26,56.41,55.58,95.84,63.76,C
94.73,69.21,56.79,100.0,48.89,69.69,B
56.51,84.05,93.78,94.74,94.48,72.04,A
69.52,31.58,100.0,68.32,60.16,94.92,C
60.41,73.13,56.55,72.05,68.73,53.24,C
76.13,85.98,59.42,75.05,49.09,74.61,B
65.63,79.94,60.63,73.18,91.75,85.37,B
79.1,45.04,59.94,46.27,63.12,69.38,S
60.3,25.85,46.64,62.25,43.04,75.24,W
100.0,85.46,92.87,66.6,93.35,64.14,A
65.33,20.0,83.72,91.89,58.94,71.19,C
63.69,72.65,82.5,20.0,78.19,70.85,C
76.7,74.18,56.24,55.72,65.72,89.55,C
81.28,69.41,34.58,49.67,87.97,75.57,C
84.89,100.0,80.77,60.05,59.78,36.7,B
72.47,58.48,67.81,54.61,63.59,48.31,C
60.9,74.53,94.32,55.85,76.56,89.29,B
62.84,72.34,45.19,77.03,73.03,79.48,C
63.26,79.14,100.0,35.83,63.2,78.47,C
86.8,53.81,20.0,87.9,85.21,48.86,C
65.89,96.36,88.96,78.65,66.48,76.24,A
73.04,87.56,42.48,40.27,90.21,74.33,C
95.68,51.57,58.9,37.71,70.15,52.82,S
67.69,36.27,73.88,73.76,35.39,95.01,C
100.0,65.92,47.18,100.0,43.62,75.3,B
77.69,91.9,67.19,47.03,50.98,69.87,C
59.9,65.96,48.72,25.13,95.1,67.53,S
55.98,61.63,61.37,20.0,76.63,59.29,S
100.0,75.48,52.0,41.61,67.9,84.19,C
74.62,60.66,61.17,44.72,63.14,43.71,S
89.61,70.98,44.53,99.77,71.74,59.46,B
87.85,72.96,67.89,48.63,79.01,71.07,C
83.34,26.9,51.32,95.89,54.66,65.94,C
68.28,40.7,20.0,52.93,72.72,74.21,W
72.83,65.86,80.46,53.81,58.52,70.78,C
83.69,93.24,47.44,60.18,76.77,60.11,B
75.31,35.69,24.62,66.07,62.32,78.03,S
74.73,45.47,59.09,30.87,97.82,54.66,S
72.06,44.15,71.41,50.71,59.63,87.8,S
75.44,75.33,40.37,27.09,72.14,70.22,S
84.4,63.4,64.1,22.29,100.0,72.54,C
85.46,48.28,66.16,29.34,79.04,69.66,S
75.44,78.96,35.35,42.94,79.15,100.0,C
72.93,76.82,57.86,100.0,35.06,76.42,B
50.62,20.0,65.95,61.07,64.3,73.41,S
100.0,59.84,70.2,43.71,75.9,71.43,C
68.84,100.0,83.54,61.01,23.92,69.58,B
100.0,60.39,82.06,89.72,74.38,62.37,B
38.47,78.68,43.7,61.88,45.0,71.02,S
75.51,70.37,37.7,84.33,58.06,49.88,C
73.36,65.69,63.21,87.97,65.27,73.21,B
58.45,81.41,63.69,48.76,31.91,96.67,C
56.58,53.17,67.17,31.68,40.13,43.14,W
85.81,54.1,100.0,36.12,51.57,66.52,C
78.65,55.6,72.25,36.47,42.37,48.03,S
41.65,54.64,53.98,44.11,94.87,93.42,S
69.98,29.12,48.67,44.8,56.86,64.53,W
65.2,57.27,47.29,62.58,77.21,61.34,S
94.07,45.4,27.64,66.38,53.65,79.82,S
38.94,92.85,73.45,24.99,40.42,100.0,S
63.94,48.32,20.0,50.28,65.45,85.73,W
54.01,34.59,69.02,80.15,38.58,91.22,S
75.56,86.84,58.6,20.0,66.96,90.9,C
61.59,57.24,56.48,20.0,100.0,61.48,S
82.59,63.27,85.15,66.93,65.3,61.6,B
86.97,27.53,72.92,33.82,95.05,77.42,S
84.66,66.64,24.95,39.06,83.45,77.5,S
92.71,73.07,40.67,40.49,72.06,40.29,S
100.0,73.83,84.54,23.23,94.89,100.0,B
55.19,80.43,60.02,24.02,79.86,87.5,S
65.98,88.32,26.66,25.12,72.73,75.38,S
64.25,81.19,70.62,76.88,67.54,84.04,B
68.32,100.0,43.75,100.0,70.7,54.37,B
95.52,67.52,77.02,84.92,76.76,66.12,B
89.64,65.02,73.72,20.0,78.94,65.42,C
99.8,77.46,64.8,68.7,50.03,99.35,B
100.0,72.86,91.81,45.48,54.06,75.61,B
81.52,57.12,70.76,64.74,50.03,82.78,C
87.95,68.43,83.05,31.22,79.36,57.45,C
58.29,52.38,41.16,45.94,65.72,87.56,S
70.18,33.29,82.8,39.58,68.83,81.7,S
77.99,86.88,69.58,39.05,100.0,77.92,B
72.79,84.28,64.99,66.78,100.0,70.87,B
70.23,67.33,81.43,24.86,30.69,66.19,S
50.49,56.5,70.05,38.4,41.46,76.04,S
87.94,31.1,76.4,75.98,89.08,93.28,C
100.0,57.88,62.19,48.84,70.04,97.99,C
54.82,47.78,87.54,80.44,62.74,87.82,C
80.12,95.01,61.49,80.56,100.0,83.97,A
75.74,79.45,52.69,100.0,73.6,70.91,B
62.46,86.94,77.34,47.06,81.53,52.37,C
77.77,74.06,94.15,41.04,44.43,61.57,C
54.95,91.73,90.97,65.04,94.43,77.01,B
73.57,58.34,53.79,23.95,75.29,74.39,S
86.18,66.87,56.75,38.83,71.44,86.07,C
57.85,66.75,64.66,42.2,58.24,78.46,S
58.0,72.0,42.09,81.38,100.0,62.09,C
83.01,50.47,80.82,30.16,79.61,61.91,S
71.9,44.38,76.45,39.59,81.04,69.84,S
73.28,67.96,44.76,62.63,100.0,63.33,C
92.58,94.96,43.68,25.99,76.04,66.79,C
100.0,65.7,43.96,32.76,91.8,66.43,C
75.66,84.12,50.31,56.99,69.67,85.25,C
83.86,60.6,61.27,49.82,40.45,78.86,C
100.0,47.33,44.54,38.84,84.49,81.73,S
72.62,46.64,61.85,23.58,72.87,88.07,S
56.23,34.35,91.59,44.54,92.72,72.69,S
72.57,73.77,42.32,60.91,62.37,55.19,C
80.06,59.73,56.86,31.38,100.0,88.15,C
89.46,58.89,25.42,100.0,68.78,63.77,C
81.25,88.34,59.54,86.13,91.66,58.85,B
64.89,84.15,20.0,54.71,41.38,67.85,S
70.52,57.84,48.95,33.86,100.0,100.0,S
57.57,96.64,52.01,60.84,68.73,65.1,C
89.76,67.52,50.47,29.3,52.13,50.38,S
75.18,41.07,54.69,88.14,93.99,74.52,C
73.69,100.0,70.42,50.79,41.48,80.91,B
87.44,52.37,65.82,50.0,66.32,37.68,C
71.67,84.39,47.37,59.16,54.88,80.41,C
71.75,46.22,86.65,78.44,57.9,82.47,C
83.06,77.85,26.11,80.15,58.61,69.63,C
100.0,71.04,52.27,20.0,97.8,54.82,C
59.95,58.37,88.33,75.01,66.84,79.62,B
65.99,67.79,61.47,79.31,89.34,82.41,B
69.56,79.84,58.16,34.2,61.93,76.27,C
88.65,61.33,35.82,59.25,72.27,77.79,C
88.8,85.38,48.12,44.44,49.2,85.48,C
96.73,58.7,55.17,90.27,80.11,81.54,B
57.14,78.57,41.42,33.05,63.06,66.21,S
71.68,36.18,79.18,82.81,31.05,89.68,C
62.84,82.14,58.63,58.63,66.3,93.18,C
56.41,77.16,82.03,73.76,100.0,67.07,B
89.36,62.88,84.67,57.83,62.24,94.59,B
67.63,36.75,49.66,71.62,97.84,76.67,C
94.77,37.84,51.13,51.65,67.71,76.26,S
85.36,56.1,62.78,57.01,51.48,73.29,C
72.85,61.7,60.64,59.66,61.35,94.09,C
57.46,50.58,100.0,35.16,42.92,86.02,S
43.84,60.29,100.0,24.01,30.36,52.51,S
88.48,87.5,49.75,73.03,97.81,100.0,B
71.3,20.0,43.58,48.61,64.82,72.18,W
91.78,90.49,56.57,82.17,77.15,75.97,B
88.6,66.45,100.0,26.35,59.7,73.1,C
81.59,90.36,59.51,26.71,86.85,86.32,C
45.87,64.92,28.2,43.38,51.94,87.14,W
76.75,39.29,77.6,26.46,76.6,62.79,S
69.51,75.09,70.43,87.41,68.35,79.6,B
68.43,68.64,68.79,55.84,33.92,79.97,C
80.47,51.4,34.31,90.47,79.83,71.56,C
